교량명,시설물종별등급구분,시도명,시군구명,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수,경간수,최대경간장,교통량
내촌육교,기타,경기도,양주시,30,28,6,PSC슬래브교,B,DB-24,8,1,30,23786
턱골교,기타,경기도,양주시,40,28,6,프리플렉스거더교,B,DB-24,8,1,40,23786
신내IC교,기타,경기도,양주시,15,25,2,라멘교,A,DB-24,8,1,15,23786
신내IC R-F교,기타,경기도,양주시,75,7.9,1,기타,C,DB-24,8,2,43,23786
신곡교,기타,경기도,의정부시,30,41.5,6,PSCI거더교,B,DB-24,8,1,30,35532
신곡IC교,기타,경기도,의정부시,15,45.2,6,라멘교,B,DB-24,8,1,15,35532
부용교(상),기타,경기도,의정부시,41,29,3,라멘교,B,DB-24,8,3,15,35532
부용교(하),기타,경기도,의정부시,41,29,3,라멘교,A,DB-24,8,3,15,35532
민락2교,기타,경기도,의정부시,90,33,4,PSCI거더교,B,DB-24,8,3,30,35532
민락IC육교,기타,경기도,의정부시,40,32.2,4,프리플렉스거더교,B,DB-24,8,1,40,35532
민락IC R-A1교,기타,경기도,의정부시,40,14,2,라멘교,B,DB-24,8,3,15,35532
민락IC R-B교,기타,경기도,의정부시,40,7.5,1,라멘교,B,DB-24,8,3,15,35532
민락IC R-C교,기타,경기도,의정부시,15,8.9,1,라멘교,B,DB-24,8,1,15,35532
민락천교,기타,경기도,의정부시,40,29.7,4,PSCI거더교,B,DB-24,8,1,40,35532
자금IC R-A교,기타,경기도,의정부시,40.1,7.9,1,PSCI거더교,B,DB-24,8,1,40.1,35532
자금IC R-B2교,기타,경기도,의정부시,15,8.6,1,라멘교,B,DB-24,8,1,15,35532
자금IC R-C2교,기타,경기도,의정부시,45.1,8,1,프리플렉스거더교,B,DB-24,8,1,45.1,35532
장암고가교,1,경기도,의정부시,549,12.4,2,강박스거더교,B,DB-24,9,12,58,35532
회암천교(하),1,경기도,양주시,145,18,3,강박스거더교,B,DB-24,9,3,55,35532
부곡R-A1교(상),1,경기도,양주시,110,10.2,2,강박스거더교,B,DB-24,7,2,60,10642
부곡R-A1교(하),1,경기도,양주시,110,10.4,2,강박스거더교,B,DB-24,7,2,60,10642
부곡R-A2교,2,경기도,양주시,50,13.4,2,PSCI거더교,B,DB-24,7,1,50,10642
부곡R-B교,기타,경기도,양주시,90,7.9,1,강박스거더교,A,DB-24,7,2,45,10642
부곡R-C교,2,경기도,양주시,60,7.9,1,강박스거더교,B,DB-24,7,1,60,10642
부곡R-D교,1,경기도,양주시,110,8,1,강박스거더교,B,DB-24,7,2,55,10642
부곡1교(상),1,경기도,양주시,220,20.5,2,PSCI거더교,B,DB-24,7,5,50,10642
부곡1교(하),1,경기도,양주시,292,10.5,2,PSCI거더교,B,DB-24,7,7,50,10642
울대3교(상),1,경기도,양주시,186,9.5,2,강박스거더교,B,DB-24,7,3,75,10642
울대3교(하),1,경기도,양주시,186,9.5,2,강박스거더교,B,DB-24,7,3,75,10642
울대4교(상),기타,경기도,양주시,10,16.5,2,RC박스거더교,A,DB-24,7,1,10,10642
울대4교(하),기타,경기도,양주시,10,16.5,2,RC박스거더교,A,DB-24,7,1,10,10642
울대5교,기타,경기도,양주시,30,21.1,4,PSCI거더교,B,DB-24,7,1,30,10642
일영1교(상),1,경기도,양주시,210,10.6,2,강박스거더교,B,DB-24,7,4,55,9698
일영1교(하),1,경기도,양주시,230,10.6,2,강박스거더교,B,DB-24,7,5,50,9698
일영2교(상),2,경기도,양주시,320,10.6,2,PSCI거더교,B,DB-24,7,8,40,9698
일영2교(하),2,경기도,양주시,320,10.6,2,PSCI거더교,B,DB-24,7,8,40,9698
장흥1교(상),1,경기도,양주시,280,10.4,2,강박스거더교,C,DB-24,7,5,60,9698
장흥1교(하),1,경기도,양주시,295,10.6,2,강박스거더교,C,DB-24,7,5,65,9698
대성교,3,경기도,파주시,25.2,10,2,라멘교,C,DB-18,42,5,5.1,4146
양평IC교,기타,경기도,양평군,15,19.4,4,라멘교,B,DB-24,8,1,15,5776
도곡교,기타,경기도,양평군,45,20,4,PSCI거더교,C,DB-24,8,1,45,7239
도곡천교,기타,경기도,양평군,30,22,5,PSCI거더교,B,DB-24,8,1,30,5776
양근천교,기타,경기도,양평군,40,14,4,PSCI거더교,B,DB-24,8,1,40,5776
백안교,기타,경기도,양평군,15,24.5,5,라멘교,B,DB-24,8,1,15,5776
설악공원교,기타,경기도,가평군,61,19.8,4,라멘교,B,DB-24,5,3,23,2028
울업천교,기타,경기도,가평군,15,19.1,4,라멘교,B,DB-24,5,1,15,2028
가평대교,1,경기도,가평군,720,14.3,2,엑스트라도즈드교,B,DB-24,5,6,135,2028
광전3교,2,경기도,남양주시,65,13.4,4,강박스거더교,C,DB-24,7,1,65,18066
삼율리교,2,경기도,포천시,105,12.4,2,PSCI거더교,B,DB-24,6,3,35,1216
뒷골교,기타,경기도,포천시,90,12.4,2,PSCI거더교,B,DB-24,6,3,30,1802
절골교,기타,경기도,포천시,90,12.4,2,PSCI거더교,B,DB-24,6,3,30,1802
중리교,기타,경기도,포천시,70,12.4,2,PSCI거더교,B,DB-24,6,2,35,1216
연평교,기타,경기도,남양주시,80,21.1,4,기타,B,DB-24,6,1,30,18358
진건천교,1,경기도,남양주시,145,21.1,4,강박스거더교,B,DB-24,6,3,55,18358
장현고가교,기타,경기도,남양주시,45.2,21.1,4,기타,B,DB-24,6,1,45.2,18358
연천IC교,기타,경기도,연천군,15,28.9,6,라멘교,A,DB-24,6,1,15,8906
옥산교,기타,경기도,연천군,15,20.9,4,라멘교,A,DB-24,6,1,15,1839
옥산1천교,기타,경기도,연천군,45,20.9,4,PSCI거더교,A,DB-24,6,1,45,1839
옥산2천교,기타,경기도,연천군,45,20.9,4,PSCI거더교,A,DB-24,6,1,45,1839
옥산3천교,기타,경기도,연천군,30,20.9,4,PSCI거더교,A,DB-24,6,1,30,1839
와초IC교,기타,경기도,연천군,30,20.9,4,PSCI거더교,A,DB-24,6,1,30,1839
꽃봉산천교,기타,경기도,연천군,90,20.9,4,PSCI거더교,A,DB-24,6,3,30,1839
도신대교,1,경기도,연천군,490,20.9,4,강박스거더교,B,DB-24,6,2,50,1839
마전천교,1,경기도,연천군,180,20.9,4,PSCI거더교,B,DB-24,6,4,50,1494
마포교,1,경기도,연천군,1070,20.9,4,PSC중공슬래브교,B,DB-24,5,16,110,4858
어유1교,기타,경기도,파주시,40,21.2,4,프리플렉스거더교,A,DB-24,5,1,40,4858
어유2교,기타,경기도,파주시,70,28.9,4,기타,A,DB-24,5,2,35,4858
장현1교,기타,경기도,파주시,30,21.1,4,기타,A,DB-24,5,1,30,4858
장현2교,1,경기도,파주시,150,20.9,4,기타,B,DB-24,5,3,50,4858
객현1교,기타,경기도,파주시,30,20.9,4,PSC슬래브교,A,DB-24,5,1,30,4858
객현2교,기타,경기도,파주시,95,20.9,4,프리플렉스거더교,A,DB-24,5,2,47.5,4858
솔개교,기타,경기도,파주시,18.9,15.6,2,RC슬래브교,A,DB-24,5,1,18.9,4858
팔당대교,1,경기도,하남시,935,24,4,강박스거더교,B,DB-24,28,18,52,6488
포천1교,2,경기도,포천시,145.6,17.5,4,RC슬래브교,B,DB-24,36,10,15,16796
사노교,2,경기도,남양주시,210,24,4,PSC슬래브교,B,DB-24,26,7,30,17002
상패천3교(연천),1,경기도,동두천시,110,25.7,2,강박스거더교,B,DB-24,5,2,55,23786
외안흥교,1,경기도,동두천시,330,21.2,4,PSC슬래브교,B,DB-24,5,9,50,9865
복음교,기타,경기도,양평군,32,13,2,강박스거더교,C,DB-24,26,1,32,18890
장탄교,기타,경기도,연천군,45,11.4,2,강박스거더교,A,DB-24,5,1,45,5853
장탄육교,기타,경기도,연천군,35,5.9,2,PSC슬래브교,A,DB-24,5,1,35,5853
전곡대교,1,경기도,연천군,810,21.2,4,PSC중공슬래브교,B,DB-24,5,14,60,5853
은대IC교,1,경기도,연천군,130,20.9,4,PSC슬래브교,B,DB-24,5,3,50,5853
은대과선교,2,경기도,연천군,50,38.9,8,PSC슬래브교,B,DB-24,5,1,50,5463
가사평교,기타,경기도,연천군,12,21.1,4,라멘교,A,DB-24,5,1,12,5853
용바위교,1,경기도,연천군,250,21.2,4,PSC중공슬래브교,B,DB-24,5,5,50,5463
황지교,2,경기도,연천군,210,20.9,4,PSC슬래브교,B,DB-24,5,6,35,5463
구석동교,2,경기도,연천군,120,20.9,4,PSC슬래브교,B,DB-24,5,4,30,5463
화진교,1,경기도,연천군,150,20.9,4,PSC슬래브교,B,DB-24,5,3,50,5463
남계IC교,기타,경기도,연천군,20,20.9,4,PSC슬래브교,A,DB-24,5,1,20,5463
신청학교,1,경기도,남양주시,236.9,15.7,3,PSCI거더교,B,DB-24,7,5,50.3,18066
영로대교,1,경기도,포천시,756,12.4,2,PSCI거더교,B,DB-24,6,13,105,1802
상패천3교(의정부),1,경기도,동두천시,110,19,3,강박스거더교,B,DB-24,5,2,55,23786
다락과선교,3,경기도,파주시,70.5,20,4,PSCI거더교,B,DB-24,20,3,25,14074
부평IC램프교,기타,경기도,남양주시,97,6.4,1,강박스거더교,A,DB-24,9,3,35,19065
대심교,기타,경기도,양평군,11,25,6,라멘교,B,DB-24,11,1,11,23122
용정교,기타,경기도,포천시,53.5,32,6,라멘교,B,DB-24,9,3,19,6543
신영평교,2,경기도,포천시,105.8,13.6,2,PSCI거더교,C,DB-24,3,3,35.5,2310
양문IC-A교,1,경기도,포천시,197,13.4,2,강박스거더교,C,DB-24,3,4,62,12956
양문IC-B교,2,경기도,포천시,50,7.9,1,강박스거더교,C,DB-24,3,1,50,12956
영평천교,1,경기도,포천시,315.4,13.4,2,PSCI거더교,C,DB-24,3,6,55,12956
옥병교,2,경기도,포천시,225,12.5,2,PSCI거더교,C,DB-24,3,5,45,3252
진벌천교(상),1,경기도,남양주시,576.5,10.5,2,기타,B,DB-24,3,11,70,19065
진벌천교(하),1,경기도,남양주시,516,10.5,2,기타,B,DB-24,3,10,70,19065
양평2교,기타,경기도,양평군,15,19.5,4,기타,B,DB-24,8,1,15,14268
공릉천교,2,경기도,고양시 덕양구,180,20.9,4,PSCI거더교,A,DB-24,2,6,30,13412
삼릉교,1,경기도,고양시 덕양구,100,19.4,4,강박스거더교,A,DB-24,2,2,50,13412
원당육교,2,경기도,고양시 덕양구,110,12,2,PSCI거더교,A,DB-24,2,3,40,13412
청대교,1,경기도,고양시 덕양구,200,20.9,4,강박스거더교,A,DB-24,2,4,55,13412
토당대교(상),1,경기도,고양시 덕양구,1876,10.5,2,강박스거더교,A,DB-24,2,44,75,13412
토당대교(하),1,경기도,고양시 덕양구,1876,10.5,2,강박스거더교,A,DB-24,2,44,75,13412
원당대교(상),1,경기도,고양시 덕양구,590,10.5,2,강박스거더교,A,DB-24,2,11,7,13412
원당대교(하),1,경기도,고양시 덕양구,610,10.5,2,강박스거더교,A,DB-24,2,11,70,13412
주교연결로D교,2,경기도,고양시 덕양구,120,7.9,1,강박스거더교,A,DB-24,2,3,40,13412
토당연결로A교,1,경기도,고양시 덕양구,220,7.9,1,강박스거더교,A,DB-24,2,4,60,13412
토당연결로B교,1,경기도,고양시 덕양구,426,7.9,1,강박스거더교,A,DB-24,2,8,60,13412
토당연결로C교,1,경기도,고양시 덕양구,200,7.9,1,강박스거더교,A,DB-24,2,4,55,13412
잠수교,1,서울특별시,용산구,795,18,2,강플레이트거더교,B,DB-18,47,49,30,
장월교,3,서울특별시,노원구,45,28.5,4,기타,C,DB-18,32,3,15,
안양천교,3,서울특별시,강서구,200,6,2,라멘교,C,DB-13.5,40,20,10,
탄천교,3,서울특별시,강남구,100,6,2,라멘교,B,DB-13.5,37,7,16,
난지교,3,서울특별시,마포구,52.6,7,2,라멘교,B,DB-13.5,30,4,16,
고덕천교,3,서울특별시,강동구,70,7,2,RC슬래브교,B,DB-13.5,14,5,37,
성내천교,3,서울특별시,송파구,105,7,2,라멘교,B,DB-13.5,12,3,35,
반포천교,3,서울특별시,동작구,90,7,2,라멘교,B,DB-13.5,12,3,30,
오금교,2,서울특별시,양천구,270,36,8,강박스거더교,B,DB-24,35,6,45,0
목동교,2,서울특별시,양천구,240,46,10,PSCI거더교,B,DB-18,55,9,30,
개봉철도고가차도교,2,서울특별시,구로구,148,22,5,PSCI거더교,B,DB-18,46,6,25,
가리봉철도고가교,2,서울특별시,구로구,460,18.5,6,PSC박스거더교,D,DB-18,46,13,36,25000
개봉고가차도,2,서울특별시,구로구,336,18.5,4,PSCI거더교,B,DB-18,11,15,30,
구로공단 I.C,2,서울특별시,구로구,374,21.1,4,프리플렉스거더교,B,DB-24,32,19,33.5,
시흥I.C,3,서울특별시,관악구,84,25.7,7,강플레이트거더교,B,DB-18,46,3,42,
철산교(하류),2,서울특별시,금천구,150,16.5,4,PSCI거더교,B,DB-24,34,6,25,
기아대교(하류),2,서울특별시,금천구,245,12.8,3,강박스거더교,E,DB-24,14,6,50,
관악도림교(하류),2,서울특별시,관악구,160,10,2,PSCI거더교,B,DB-24,40,8,20,
사방교,기타,서울특별시,서초구,31,40,6,RC슬래브교,B,DB-18,45,3,11,
도림고가차도,2,서울특별시,영등포구,114,13.8,4,RC슬래브교,E,DB-24,49,19,40,
노들(남측)고가차도,2,서울특별시,용산구,439.3,8,2,강박스거더교,B,DB-18,42,12,25,
수출의다리고가차도,2,서울특별시,금천구,500,16,4,프리플렉스거더교,E,DB-24,31,8,62.5,
강남터미널고가교,2,서울특별시,서초구,290,15.4,4,강I거더교,E,DB-18,45,12,24.2,
관악도림교(상류),2,서울특별시,관악구,160,20,4,RC슬래브교,B,DB-24,52,8,20,
여의교(하류),2,서울특별시,영등포구,240,18,3,PSCI거더교,B,DB-24,47,8,30,
철산교(상류),2,서울특별시,금천구,150,10,2,PSCI거더교,B,DB-24,46,6,25,
영동5교,2,서울특별시,강남구,152,35,6,PSCI거더교,B,DB-24,37,4,45,
탄천2교,2,서울특별시,송파구,390,18.5,4,PSCI거더교,B,DB-18,37,13,30,
삼성교,2,서울특별시,송파구,260,34.8,8,PSCI거더교,B,DB-18,48,9,30,0
광평교,2,서울특별시,송파구,325.5,25.1,6,프리플렉스거더교,B,DB-24,30,7,47,
탄천교,2,서울특별시,송파구,340,40,8,PSCI거더교,B,DB-24,38,10,34,
방이고가교,기타,서울특별시,송파구,70.6,18.5,4,강박스거더교,B,DB-24,38,4,25,
성내유수지교,2,서울특별시,송파구,394,40,9,RC슬래브교,B,DB-24,37,5,80,
성내5교,기타,서울특별시,송파구,54,30,6,RC슬래브교,B,DB-24,39,5,14,
오륜교,기타,서울특별시,송파구,51.8,50,6,RC슬래브교,B,DB-24,37,2,38,
대곡교,2,서울특별시,강남구,175,50,11,PSCI거더교,B,DB-24,28,7,25,
복정2교,기타,서울특별시,송파구,25,53.5,11,라멘교,B,DB-24,29,2,13,
장지1교,기타,서울특별시,송파구,26,50,13,라멘교,B,DB-24,51,2,13,
장지2교,기타,서울특별시,송파구,15,32,6,라멘교,B,DB-24,37,1,15,
상일2교,기타,서울특별시,강동구,30,56.6,10,라멘교,B,DB-24,15,2,15,
고덕교,기타,서울특별시,강동구,40,20,4,프리플렉스거더교,B,DB-24,13,1,40,
강일육교,2,서울특별시,강동구,51.2,26,4,강박스거더교,D,DB-24,22,1,51.2,51000
진형교,기타,서울특별시,종로구,8.3,36.5,4,라멘교,B,DB-24,17,2,4.2,
세검1교,기타,서울특별시,종로구,35,25,5,라멘교,B,DB-24,20,3,12.5,
배오개다리,기타,서울특별시,종로구,23.4,25.5,4,강플레이트거더교,B,DB-24,18,1,23.4,
새벽다리,기타,서울특별시,종로구,23.2,10,2,강플레이트거더교,B,기타,18,1,23.2,
세운교,기타,서울특별시,종로구,22.1,50,4,PSC슬래브교,B,DB-24,18,1,22.1,
나래교,기타,서울특별시,종로구,22.8,6,2,아치교,B,기타,18,1,22.8,
마전교,기타,서울특별시,종로구,21.5,40.5,7,기타,B,DB-24,18,1,21.5,
버들다리,기타,서울특별시,종로구,23.3,17,2,PSC슬래브교,B,DB-24,18,1,23.3,
북악스카이웨이2교,기타,서울특별시,종로구,50,10.4,4,PSC박스거더교,B,DB-24,53,3,25,
북악스카이웨이3교,기타,서울특별시,종로구,21.7,8.5,2,RC슬래브교,B,DB-24,23,1,21.7,
영도교,기타,서울특별시,종로구,30.1,26.2,3,PSCI거더교,B,DB-24,18,1,30.1,
다산교,기타,서울특별시,종로구,29.5,44.4,6,강박스거더교,B,DB-24,18,1,29.5,
맑은내다리,기타,서울특별시,종로구,26.5,13.5,2,아치교,B,기타,18,1,26.5,
오간수교,기타,서울특별시,중구,23,59.9,8,기타,B,DB-24,18,1,22.9,
길음교,기타,서울특별시,성북구,45,35,7,프리플렉스거더교,C,DB-18,53,1,45,
안암2교,기타,서울특별시,성북구,32.4,25,5,RCT거더교,B,DB-24,58,3,10.8,
보문3교,기타,서울특별시,성북구,26.8,25.2,5,라멘교,B,DB-24,24,3,9,
북악스카이웨이4교,기타,서울특별시,성북구,13,9.2,2,라멘교,B,기타,53,1,13,
화랑교,기타,서울특별시,성북구,44,21,2,라멘교,B,DB-24,24,3,22,
돈암차도육교,기타,서울특별시,성북구,25,8,2,RC슬래브교,B,DB-24,27,2,12.4,
미아구름다리,기타,서울특별시,성북구,46,15.5,5,강박스거더교,B,DB-24,27,1,46,
동선고가차도,2,서울특별시,성북구,205,8,6,라멘교,B,DB-24,27,5,41,
북악스카이웨이1교,기타,서울특별시,성북구,59.6,9.8,2,강I거더교,A,DB-24,5,2,32.6,
월계2교,기타,서울특별시,노원구,31,25,7,라멘교,B,DB-18,45,4,8,
빨래골교,기타,서울특별시,강북구,45,18,4,강박스거더교,B,DB-24,22,1,45,
쌍문교,기타,서울특별시,도봉구,39,25,5,라멘교,B,DB-24,25,3,13,
도봉교,기타,서울특별시,도봉구,30,35,8,PSCI거더교,B,DB-18,52,1,30,
방학교,기타,서울특별시,도봉구,15,42,9,RC박스거더교,B,DB-24,25,4,4.2,
문이교,기타,서울특별시,도봉구,17,20,4,라멘교,B,DB-24,28,1,16.6,
도봉제1교,기타,서울특별시,도봉구,60,25,5,RC중공슬래브교,B,DB-24,28,3,18,
신도봉교,기타,서울특별시,도봉구,36,12,2,PSCI거더교,B,DB-18,37,3,12,
모래말다리,기타,서울특별시,도봉구,22.5,31,5,RC박스거더교,B,DB-24,25,4,6.1,
우이교,기타,서울특별시,도봉구,54,35,7,PSCI거더교,B,DB-18,55,3,18,
묵동교,기타,서울특별시,중랑구,50,35.1,8,PSCI거더교,B,DB-24,17,2,25,
노원교,2,서울특별시,노원구,115,20,4,PSCI거더교,B,DB-18,52,5,23,
녹천교,2,서울특별시,도봉구,130,31.5,8,프리플렉스거더교,E,DB-24,35,4,32.5,
당현2교,기타,서울특별시,노원구,47,30,7,RC슬래브교,B,DB-24,42,5,9.4,
상계교,2,서울특별시,도봉구,150,27,4,PSCI거더교,C,DB-18,44,5,30,
창동교,2,서울특별시,노원구,111,36.5,8,프리플렉스거더교,B,DB-24,35,3,37,
월계1교,2,서울특별시,노원구,125,19.5,4,PSCI거더교,B,DB-18,45,5,25,
월릉교,2,서울특별시,중랑구,175,35,7,프리플렉스거더교,B,DB-24,46,7,25,
당현1교,기타,서울특별시,노원구,36,35,7,PSCI거더교,B,DB-24,34,2,18,
당현3교,기타,서울특별시,노원구,40,30,6,RC슬래브교,B,DB-24,34,3,15,
화랑고가차도,2,서울특별시,노원구,480,15.4,4,기타,E,DB-24,39,11,39.5,
장월1교,기타,서울특별시,성북구,46,15,2,라멘교,B,DB-24,24,3,16,
장월2교,기타,서울특별시,성북구,51,15,2,라멘교,B,DB-24,24,1,51,
성북3교,기타,서울특별시,성북구,32,42.4,5,RC박스거더교,B,DB-24,13,2,16,
하늘다리,기타,서울특별시,성북구,26,19,4,라멘교,B,DB-24,13,2,12.8,
미아리구름다리,기타,서울특별시,성북구,46,15.5,2,강박스거더교,B,DB-24,27,1,46,
당현천4복개구조물,2,서울특별시,노원구,170,14.5,2,라멘교,B,DB-24,30,5,26.1,
관수교,기타,서울특별시,종로구,22.2,25.5,3,강박스거더교,B,DB-24,18,1,22.2,
삼일교,기타,서울특별시,중구,22.6,43.5,7,PSCI거더교,B,DB-24,18,1,22.6,
수색교,2,서울특별시,마포구,160,18.5,4,PSCI거더교,B,DB-18,21,5,35,
증산2교,기타,서울특별시,서대문구,60,20,4,PSCI거더교,B,DB-18,45,3,20,
북한천다리,기타,서울특별시,은평구,40,25,6,라멘교,C,DB-24,18,3,16,
삼천골다리,기타,서울특별시,은평구,30,31,4,라멘교,C,DB-24,18,2,30,
홍연2교,기타,서울특별시,서대문구,65,25,6,PSCI거더교,B,DB-18,45,3,22,
홍연교,기타,서울특별시,서대문구,52,26,6,RC슬래브교,B,DB-18,47,4,13,
홍제교,기타,서울특별시,서대문구,71,24,4,PSCI거더교,C,DB-18,43,4,18,
중동교,기타,서울특별시,마포구,60,20,4,프리플렉스거더교,C,DB-24,24,2,30,
증산교,기타,서울특별시,서대문구,60,17.5,4,RC슬래브교,B,DB-18,53,4,15,
남산육교,기타,서울특별시,중구,42.6,25.6,2,RCT거더교,C,DB-18,62,3,27,
남산1호입구 iC,기타,서울특별시,중구,20.7,22.8,5,프리플렉스거더교,B,DB-24,44,1,20.7,
반딧불이다리,기타,서울특별시,은평구,30.6,29,5,PSC슬래브교,B,DB-24,13,1,30.6,
봉원고가차도,2,서울특별시,서대문구,420,15,4,RC중공슬래브교,B,DB-18,53,5,20,
삼각지고가차도,2,서울특별시,용산구,290,11.9,2,PSC슬래브교,B,DB-18,49,18,40,
서소문고가차도,2,서울특별시,서대문구,493,15,4,PSCI거더교,D,DB-18,57,19,20,22000
수색교(구교),기타,서울특별시,마포구,156,18.5,3,PSCI거더교,B,DB-18,26,5,31.2,
염천교,기타,서울특별시,중구,52.2,30.8,7,RC슬래브교,B,DB-18,45,3,25.8,
은평지문,기타,서울특별시,은평구,23,38,6,PSC슬래브교,C,DB-24,12,1,23,
잠두봉 고가,기타,서울특별시,마포구,20.4,7.5,1,PSCI거더교,B,DB-18,23,1,20.4,
성산고가차도,2,서울특별시,마포구,267.4,17,4,RC슬래브교,B,DB-24,37,8,15,
소월고가차도,2,서울특별시,용산구,166,7.8,2,강박스거더교,B,DB-18,46,5,38,
욱천고가차도,2,서울특별시,용산구,459,11.4,2,프리플렉스거더교,B,DB-18,44,20,40,
한강로다리,기타,서울특별시,용산구,16.2,60.9,12,PSCI거더교,B,DB-18,43,1,16.2,
한남2고가차도,2,서울특별시,용산구,340,15,4,PSCI거더교,B,DB-18,47,6,28.5,
현저고가차도,2,서울특별시,서대문구,330.6,15,4,강박스거더교,C,DB-18,44,8,47.2,
안암교,기타,서울특별시,동대문구,27,30,6,RC슬래브교,B,DB-18,58,3,9,24423
제2마장교,2,서울특별시,성동구,136,30,6,PSCI거더교,E,DB-24,33,8,17,0
군자교,2,서울특별시,동대문구,200,42,10,PSCI거더교,B,DB-18,37,8,25,0
성동교,2,서울특별시,성동구,230,29,6,RCT거더교,B,DB-18,44,10,44,0
